epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,1181.97,1.44677,2.0579,1.31521,1.17047,0.47686,0.3828,0.38891,0.19534,0.45981,0.36429,0.42177,0.17851,1.98191,2.92897,2.22604,1.49354,0.000648921,0.000648921,0.000648921
80,1196.76,1.44181,2.02993,1.2961,1.15909,0.53659,0.41594,0.36268,0.19823,0.496,0.39461,0.33169,0.16329,1.97075,2.87599,2.40312,1.53977,0.000646001,0.000646001,0.000646001
81,1211.52,1.4548,2.06266,1.30006,1.16064,0.40854,0.48546,0.46179,0.20261,0.3085,0.44338,0.41141,0.18691,1.95627,2.83439,2.32947,1.49524,0.000643053,0.000643053,0.000643053
82,1226.34,1.44337,2.02823,1.27969,1.16859,0.52738,0.53925,0.45669,0.21242,0.48489,0.45556,0.49898,0.22622,1.8958,2.88669,2.23121,1.41729,0.000640077,0.000640077,0.000640077
83,1241.12,1.4502,2.05574,1.2911,1.1543,0.59436,0.41853,0.36109,0.19401,0.53015,0.4071,0.34171,0.17781,1.85544,2.89037,2.26018,1.49772,0.000637073,0.000637073,0.000637073
84,1255.96,1.44301,2.02187,1.27253,1.16798,0.46626,0.43638,0.44165,0.21221,0.46373,0.39997,0.42755,0.22187,1.9478,2.8141,2.24242,1.51726,0.000634042,0.000634042,0.000634042
85,1270.69,1.44811,2.02886,1.28043,1.16084,0.32801,0.53425,0.42108,0.21462,0.30599,0.45436,0.40989,0.20824,1.81544,2.80123,2.22224,1.44913,0.000630984,0.000630984,0.000630984
86,1285.45,1.42352,2.0134,1.25523,1.16393,0.41059,0.55942,0.48103,0.23782,0.41144,0.50133,0.47742,0.23687,1.93158,2.90504,2.30371,1.53383,0.000627899,0.000627899,0.000627899
87,1300.37,1.42028,2.05007,1.25909,1.14274,0.48587,0.45443,0.42831,0.25205,0.51773,0.42882,0.45407,0.22416,1.85494,2.85536,2.03838,1.44084,0.000624788,0.000624788,0.000624788
88,1315.27,1.44142,2.00005,1.25084,1.16409,0.57004,0.54664,0.45753,0.24733,0.49523,0.49872,0.43093,0.23986,1.80751,3.006,2.10954,1.45399,0.000621651,0.000621651,0.000621651
