epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,1299.27,1.35133,2.16114,1.48253,1.2223,0.47315,0.20479,0.27155,0.15873,0.47315,0.20479,0.25371,0.15729,2.06713,3.14782,2.61235,1.81797,0.000779464,0.000779464,0.000779464
76,1316.62,1.32728,2.08667,1.41277,1.19363,0.31878,0.25658,0.2475,0.16076,0.5173,0.26931,0.25615,0.15756,2.06409,3.66365,2.58457,1.71348,0.00077151,0.00077151,0.00077151
77,1333.55,1.36292,2.19233,1.4231,1.20358,0.34286,0.2675,0.26524,0.14852,0.24954,0.34072,0.2542,0.13391,2.0193,3.38181,2.55536,1.77685,0.000763503,0.000763503,0.000763503
78,1350.43,1.34107,2.1345,1.40076,1.21187,0.31484,0.29885,0.27669,0.15557,0.61208,0.24734,0.27539,0.16033,2.07846,3.49417,2.79662,1.72624,0.000755447,0.000755447,0.000755447
79,1367.54,1.36822,2.09874,1.43837,1.1786,0.31003,0.3062,0.2645,0.15279,0.30245,0.29797,0.26072,0.15674,2.04873,3.14992,2.84867,1.78916,0.000747342,0.000747342,0.000747342
80,1385.11,1.27708,2.03023,1.2987,1.14869,0.28906,0.27751,0.2604,0.14951,0.35574,0.27626,0.27798,0.1423,2.03803,3.23694,2.8353,1.80208,0.000739192,0.000739192,0.000739192
81,1405.58,1.32978,2.18192,1.41194,1.20325,0.46123,0.31794,0.31734,0.15162,0.61487,0.28668,0.3004,0.12756,1.99526,3.41438,2.85741,1.74173,0.000730997,0.000730997,0.000730997
82,1422.4,1.3541,2.10644,1.3931,1.20155,0.33482,0.2476,0.28246,0.15067,0.34636,0.29112,0.29936,0.15263,1.99943,3.31348,2.78988,1.68848,0.000722761,0.000722761,0.000722761
83,1438.1,1.30822,2.02127,1.36844,1.1808,0.26011,0.29045,0.25917,0.14552,0.23207,0.30046,0.24204,0.12979,2.02537,3.35833,2.69964,1.6745,0.000714485,0.000714485,0.000714485
84,1454.5,1.35036,2.0578,1.38149,1.18684,0.48254,0.34589,0.31406,0.16904,0.41155,0.3832,0.31767,0.17583,1.96216,3.55224,2.62506,1.69403,0.000706171,0.000706171,0.000706171
